real12,pred12,real3,pred3
99.52102,100.80434,90.925,96.67433
100.50272,101.48315,105.53778,96.88898
101.96555,101.99196,100.97822,97.75408
103.05953,102.29324,101.095,98.04176
105.6416,102.77855,100.51414,101.35052
105.59943,103.68646,102.5971,102.97012
108.26143,103.39433,103.374,103.24989
105.90828,103.621735,109.61293,103.00402
103.304405,103.284355,102.6715,102.98634
102.60085,103.48237,99.52102,103.35348
109.138275,105.00622,100.50272,105.0026
102.83522,104.34494,101.96555,104.1514
99.05806,103.157265,103.05953,103.20602
103.702896,102.80136,105.6416,102.91048
101.53889,102.69035,105.59943,102.60519
107.41274,102.74851,108.26143,102.66904
105.35921,103.1346,105.90828,103.03482
103.24729,103.27154,103.304405,103.32886
103.40658,103.982605,102.60085,104.3086
106.86165,104.302536,109.138275,104.50006
102.83,103.85575,102.83522,104.30015
101.8493,103.45728,99.05806,104.03941
107.4775,104.70255,103.702896,104.98309
101.5155,103.85211,101.53889,104.45684
102.83905,102.88302,107.41274,103.523254
105.027725,102.90932,105.35921,103.734795
105.26231,102.305176,103.24729,103.014786
105.10469,103.271515,103.40658,103.94944
103.925,103.157684,106.86165,103.92703
107.70808,102.86261,102.83,103.654434
103.67916,102.88032,101.8493,103.652824
104.38533,103.38444,107.4775,104.118225
103.49169,102.887344,101.5155,103.70268
102.799675,102.50831,102.83905,103.309166
103.31443,103.254555,105.027725,103.98689
102.83048,102.529175,105.26231,103.315544
104.14384,102.33484,105.10469,103.24602
107.69479,102.586365,103.925,103.47113
105.88703,102.77685,107.70808,103.63252
104.25233,103.09193,103.67916,103.923256
103.615,102.937386,104.38533,103.79868
104.200455,103.67566,103.49169,104.40281
103.48931,103.42165,102.799675,104.1735
103.235245,103.4498,103.31443,104.25799
103.19924,103.04899,102.83048,103.9176
103.18445,102.68102,104.14384,103.535034
100.09891,102.49954,107.69479,103.36662
101.96356,102.29459,105.88703,103.11004
102.861664,102.45925,104.25233,103.24895
99.89905,103.149376,103.615,103.915405
102.94578,103.251915,104.200455,103.93031
104.7119,103.295105,103.48931,103.899414
102.4762,103.382256,103.235245,103.90904
101.78422,103.58466,103.19924,104.01581
103.737076,103.258575,103.18445,103.743546
101.6938,102.95502,100.09891,103.52638
102.36161,102.93782,101.96356,103.49115
101.1349,102.874695,102.861664,103.42752
102.44345,102.00839,99.89905,102.54503
103.12595,101.898094,102.94578,102.42155
103.25418,101.95433,104.7119,102.43734
103.980225,101.33115,102.4762,101.7329
101.74333,101.62987,101.78422,102.03204
103.19963,102.25229,103.737076,102.583015
107.10333,102.234985,101.6938,102.46358
102.53473,102.00487,102.36161,102.25944
101.38693,102.361244,101.1349,102.599915
104.47771,102.05472,102.44345,102.26522
101.22375,101.99107,103.12595,102.29051
103.61282,101.73918,103.25418,101.97589
102.03431,101.87752,103.980225,102.143036
104.01368,102.247345,101.74333,102.49289
102.41984,102.4894,103.19963,102.712204
103.251175,102.78387,107.10333,103.01948
101.71203,102.48177,102.53473,102.69194
101.59913,102.69068,101.38693,102.91706
104.4631,103.68321,104.47771,104.00648
103.346,103.37727,101.22375,103.606125
101.02924,103.01773,103.61282,103.17445
102.02958,103.08029,102.03431,103.42184
101.59041,102.6668,104.01368,102.93862
103.41095,102.80602,102.41984,103.228195
103.32915,102.45456,103.251175,102.882675
103.84172,102.68946,101.71203,103.15989
102.178535,102.5473,101.59913,103.02356
98.45236,102.603584,104.4631,103.09953
101.98375,102.262665,103.346,102.69118
101.093315,102.156,101.02924,102.52274
102.13162,102.40808,102.02958,102.85762
101.50982,102.44763,101.59041,102.934654
102.15901,102.11513,103.41095,102.521866
101.79237,101.98971,103.32915,102.420204
104.07692,101.80927,103.84172,102.220436
101.69129,102.01536,102.178535,102.49319
102.65823,102.01312,98.45236,102.53197
99.54262,101.98769,101.98375,102.63115
100.90667,101.75524,101.093315,102.374695
102.14077,100.792984,102.13162,101.30393
100.4386,100.93518,101.50982,101.46199
99.960205,100.854225,102.15901,101.25633
99.77852,100.96691,101.79237,101.4068
99.62197,100.9942,104.07692,101.40564
97.16441,101.090996,101.69129,101.47896
98.95298,101.08685,102.65823,101.46363
98.02183,101.557495,99.54262,101.99361
102.76918,101.30765,100.90667,101.7576
100.09708,101.29359,102.14077,101.84819
101.4698,100.76671,100.4386,101.25268
99.87647,100.74258,99.960205,101.21009
98.92687,101.066154,99.77852,101.454544
101.71062,100.884415,99.62197,101.18416
101.89405,100.87833,97.16441,101.05605
102.09272,100.78922,98.95298,100.89318
102.03555,100.77741,98.02183,100.78827
100.66342,100.10267,102.76918,100.06379
104.38533,100.3243,100.09708,100.211205
100.80004,100.062256,101.4698,99.85508
103.400276,101.01952,99.87647,100.73999
99.99528,101.00767,98.92687,100.67445
102.256,101.32161,101.71062,101.07625
102.015564,101.276306,101.89405,100.9268
103.95643,101.080986,102.09272,100.63855
102.65053,101.345024,102.03555,100.96239
102.10772,101.5082,100.66342,101.217224
104.324974,101.57537,104.38533,101.41909
101.66875,101.73525,100.80004,101.60228
102.00018,101.459015,103.400276,101.33162
101.081314,102.04018,99.99528,102.011345
101.01841,101.79148,102.256,101.65012
102.42356,102.09502,102.015564,102.08292
102.447395,101.7796,103.95643,101.573425
103.01981,101.85394,102.65053,101.80629
103.029076,101.91368,102.10772,101.854355
104.33108,102.31,104.324974,102.27858
103.2197,102.5462,101.66875,102.34296
104.62444,102.62669,102.00018,102.312645
102.6012,103.11815,101.081314,102.80799
104.69904,102.62094,101.01841,102.29919
101.954834,102.43948,102.42356,102.267555
103.09457,102.14075,102.447395,101.988594
102.89651,101.92701,103.01981,101.80787
106.92,102.216034,103.029076,102.08629
104.09896,102.49404,104.33108,102.34956
101.36115,102.70674,103.2197,102.565735
104.10852,102.71249,104.62444,102.75782
103.714615,102.9352,102.6012,103.14129
103.12193,102.46553,104.69904,103.32149
104.716415,101.91088,101.954834,103.739876
104.11067,101.41113,103.09457,103.43224
104.31032,101.8333,102.89651,104.0007
99.05725,100.6458,106.92,103.47348
100.65667,100.388504,104.09896,103.44497
100.20174,100.094055,101.36115,103.29342
100.94524,100.74456,104.10852,104.47945
99.154076,101.29897,103.714615,104.54186
96.09798,100.15807,103.12193,103.47445
97.98717,99.65223,104.716415,103.73704
99.39799,98.99883,104.11067,103.49271
97.58126,98.973274,104.31032,103.44002
99.46861,98.83665,99.05725,102.86981
97.5264,98.56331,100.65667,101.79639
98.11473,98.62136,100.20174,101.01737
98.326515,97.90262,100.94524,98.36671
98.536156,98.19258,99.154076,98.19591
98.48683,98.66075,96.09798,98.25953
98.73176,99.22111,97.98717,98.55602
100.44666,99.684166,99.39799,98.76085
100.397285,99.02079,97.58126,98.04599
99.41952,99.11576,99.46861,98.41418
101.22,99.55419,97.5264,98.974335
101.70403,99.28237,98.11473,98.651955
99.66016,99.59043,98.326515,99.02393
98.71785,99.35614,98.536156,98.83884
98.997406,99.34452,98.48683,98.842186
98.31524,99.23893,98.73176,98.82779
97.732834,98.98323,100.44666,98.61075
101.15757,99.107185,100.397285,98.713165
100.975105,99.136,99.41952,98.676765
101.57158,99.59778,101.22,99.12378
100.98053,99.79469,101.70403,99.335335
98.94,99.77648,99.66016,99.32953
99.729416,100.087875,98.71785,99.6787
102.028915,100.22064,98.997406,99.88073
98.43148,100.36851,98.31524,99.99687
101.456856,100.21304,97.732834,99.80318
100.481926,100.13295,101.15757,99.68155
97.2677,99.8825,100.975105,99.48468
97.003334,99.77321,101.57158,99.385086
97.201485,100.288605,100.98053,99.87015
96.64316,100.442474,98.94,100.16785
100.06815,100.54254,99.729416,100.405106
97.85182,100.51289,102.028915,100.377144
103.814926,100.18035,98.43148,99.98352
95.50714,100.326996,101.456856,100.15256
99.89962,100.721756,100.481926,100.569595
95.71435,100.37256,97.2677,100.156006
97.90019,100.68712,97.003334,100.555374
98.825,100.65166,97.201485,100.571
101.153336,100.01638,96.64316,100.10914
99.690475,99.52009,100.06815,99.805244
94.24378,99.21479,97.85182,99.46246
98.50419,98.82891,103.814926,99.13687
98.752144,99.194084,95.50714,99.487404
101.72125,98.78263,99.89962,99.09209
95.57938,99.47441,95.71435,99.759735
96.72628,98.32814,97.90019,99.08615
96.935295,98.283585,98.825,98.98091
93.23344,97.74462,101.153336,98.54663
94.40423,97.44676,99.690475,98.23816
101.238785,97.12407,94.24378,98.1798
92.346924,97.13888,98.50419,98.42865
101.37207,96.64884,98.752144,98.25655
91.22455,95.50004,101.72125,97.53021
97.06182,95.521576,95.57938,97.60297
100.685905,95.169846,96.72628,97.548744
96.330605,95.24862,96.935295,97.631584
99.678,94.58463,93.23344,97.113815
94.365715,94.230385,94.40423,96.71128
97.08667,94.37487,101.238785,96.84827
89.58369,93.27649,92.346924,96.05412
87.6625,92.859634,101.37207,95.66744
91.64,92.71205,91.22455,95.78754
91.03,91.94011,97.06182,95.17226
95.194786,94.541664,100.685905,96.45698
89.78348,93.39739,96.330605,95.54385
91.58714,94.08692,99.678,95.525185
90.292854,93.47203,94.365715,95.64234
93.098946,92.76467,97.08667,95.02252
93.8125,92.8002,89.58369,95.21487
88.765,92.15768,87.6625,94.7278
88.288574,92.11694,91.64,94.56394
86.16273,91.40364,91.03,93.757256
95.11706,90.68714,95.194786,92.83495
93.39667,90.198494,89.78348,92.345535
88.218185,90.143425,91.58714,92.22823
87.075,90.431595,90.292854,92.27263
87.7525,90.225365,93.098946,92.073845
87.03391,90.09292,93.8125,91.86646
90.49,89.62419,88.765,91.31246
92.6828,89.4371,88.288574,90.9456
86.42944,89.14753,86.16273,90.64686
90.15579,88.74958,95.11706,90.29537
82.73333,88.30775,93.39667,89.85283
81.19882,87.94719,88.218185,89.60908
83.27333,88.458855,87.075,89.66089
93.0,88.363686,87.7525,89.80111
84.514,88.34629,87.03391,89.75872
94.60476,88.19851,90.49,89.52943
84.223335,88.04214,92.6828,89.34827
87.136,87.81809,86.42944,88.9168
86.97429,88.07238,90.15579,88.94432
83.02107,87.95496,82.73333,88.8971
87.970436,87.94826,81.19882,88.687386
87.48929,88.04695,83.27333,88.80608
87.29087,88.21508,93.0,88.8587
85.784164,87.6078,84.514,88.153885
83.64531,87.342865,94.60476,87.49721
90.51947,87.84111,84.223335,87.701126
84.12,87.682846,87.136,87.44699
84.941055,87.647545,86.97429,87.63971
83.245926,88.08221,83.02107,87.56264
87.125,88.14385,87.970436,87.67889
82.204285,88.96052,87.48929,88.0743
89.21486,89.054726,87.29087,87.7735
87.52936,89.7172,85.784164,88.02321
94.70613,90.25573,83.64531,88.26686
88.266,90.63899,90.51947,88.42915
93.25143,90.92959,84.12,88.65985
90.54667,90.99497,84.941055,88.54872
89.48026,91.48145,83.245926,88.76845
88.63636,91.289925,87.125,88.70949
90.33667,91.18712,82.204285,88.607895
91.07581,91.05328,89.21486,88.38213
91.59392,91.348175,87.52936,88.42772
93.79019,91.246666,94.70613,88.203316
90.5234,91.5704,88.266,88.36313
92.39353,91.99725,93.25143,88.80097
89.42648,92.75939,90.54667,89.430565
91.64323,92.704575,89.48026,89.58399
93.17254,93.69529,88.63636,90.84273
94.93534,93.78917,90.33667,91.32727
93.55572,93.758736,91.07581,91.48617
96.31977,93.776,91.59392,91.97833
94.37325,94.14451,93.79019,92.10201
98.18049,94.57518,90.5234,92.150925
94.97592,94.7465,92.39353,92.45737
101.16849,95.044685,89.42648,92.72636
99.84299,95.75415,91.64323,92.63569
97.88394,96.366005,93.17254,92.73997
98.42237,97.10721,94.93534,92.51546
100.87644,98.06731,93.55572,93.2474
102.056046,98.69643,96.31977,94.162
100.73353,99.44321,94.37325,96.03679
102.42426,99.25413,98.18049,96.93226
101.15,99.82001,94.97592,97.57938
103.069275,100.077774,101.16849,97.401764
101.726715,100.606636,99.84299,98.35353
102.2062,100.89153,97.88394,98.32678
103.56379,101.77707,98.42237,99.74438
99.336716,102.16573,100.87644,100.030975
100.46925,102.03087,102.056046,100.10702
100.986664,101.760925,100.73353,100.21626
99.51098,101.80709,102.42426,100.56268
99.87504,101.890465,101.15,100.976395
104.15086,101.60832,103.069275,100.99351
98.62014,101.58058,101.726715,101.45668
99.2194,101.204155,102.2062,101.348526
100.95103,100.76167,103.56379,101.51889
101.94347,100.47345,99.336716,101.457275
105.59277,100.170845,100.46925,101.4054
102.27286,99.80576,100.986664,101.42897
99.117775,100.13405,99.51098,101.08452
102.08265,99.792114,99.87504,100.80208
101.58923,99.71126,104.15086,100.79071
100.062,99.344894,98.62014,100.360374
102.09912,99.03362,99.2194,100.183815
100.91538,99.02679,100.95103,100.545494
99.71167,98.791565,101.94347,100.228424
96.95051,98.51516,105.59277,99.77713
98.78808,98.52039,102.27286,99.93794
98.28764,98.37894,99.117775,100.03896
96.05282,98.16887,102.08265,100.81071
97.17327,98.05271,101.58923,100.65911
96.566574,97.51784,100.062,99.586205
97.968094,97.46175,102.09912,99.79982
96.95439,97.24234,100.91538,99.80999
98.004486,96.3361,99.71167,99.07349
97.35114,96.05617,96.95051,99.055176
96.053024,95.89052,98.78808,98.76776
98.98909,95.55278,98.28764,98.19869
95.32609,94.972725,96.05282,97.15994
93.96226,94.85852,97.17327,97.116844
96.97465,94.90772,96.566574,96.95323
95.2168,94.88183,97.968094,96.46031
96.125786,95.18818,96.95439,96.61599
95.36139,95.398285,98.004486,96.518814
95.84076,95.53797,97.35114,96.65902
95.40948,95.59582,96.053024,96.620026
94.53348,95.57865,98.98909,96.69521
94.75319,95.63227,95.32609,96.61485
94.40839,95.550964,93.96226,96.302444
96.717865,95.71821,96.97465,96.73896
93.80765,95.41312,95.2168,96.19043
98.435074,95.21003,96.125786,95.842606
96.472015,95.45669,95.36139,96.00203
95.41338,95.15266,95.84076,95.65876
97.095894,95.14404,95.40948,95.67343
97.92,95.36087,94.53348,95.64295
95.66654,95.46193,94.75319,95.58922
96.46479,95.25395,94.40839,95.42987
94.31585,95.17572,96.717865,95.22461
96.74507,95.06305,93.80765,95.07566
96.15284,95.08224,98.435074,94.98004
98.09719,95.06977,96.472015,95.02261
97.70307,95.10083,95.41338,94.89234
96.37873,95.54322,97.095894,95.35226
95.607086,95.914665,97.92,95.6144
95.08891,95.8929,95.66654,95.56587
95.31214,96.14639,96.46479,95.88916
95.6005,96.67117,94.31585,96.34071
95.68197,96.59134,96.74507,96.292786
94.12238,96.8511,96.15284,96.54531
96.50862,96.62638,98.09719,96.090904
98.17826,97.00598,97.70307,96.51164
97.39722,97.179695,96.37873,96.68678
95.05513,97.45548,95.607086,97.01339
94.86593,97.56206,95.08891,97.17569
95.0354,97.388824,95.31214,96.96005
98.36598,97.21528,95.6005,96.726456
97.57363,97.13921,95.68197,96.56482
97.3426,97.2027,94.12238,96.53079
97.81567,97.3763,96.50862,96.62621
93.79894,97.43917,98.17826,96.667755
95.08566,97.30932,97.39722,96.40359
96.841736,97.61428,95.05513,96.780945
97.741714,97.914604,94.86593,97.276085
98.79492,97.94948,95.0354,97.33573
95.58405,98.07142,98.36598,97.20141
97.17631,98.073166,97.57363,97.092094
97.82768,97.6985,97.3426,96.84733
95.59303,98.30244,97.81567,97.50175
95.65992,98.029884,93.79894,97.536095
96.67318,98.19627,95.08566,97.67263
99.140526,98.3147,96.841736,97.82256
97.294525,97.94086,97.741714,97.21435
97.59773,97.40037,98.79492,96.838776
99.36239,97.67829,95.58405,97.07272
97.74938,97.6575,97.17631,97.171005
97.380806,97.77224,97.82768,97.47599
98.99271,97.451515,95.59303,97.00415
96.45441,97.588585,95.65992,97.188286
98.941376,97.80732,96.67318,97.43956
96.30658,97.451645,99.140526,96.96851
99.38211,97.59215,97.294525,96.98147
95.81985,97.61586,97.59773,97.02279
100.34456,97.92626,99.36239,97.5569
98.22609,97.83114,97.74938,97.451416
97.63662,97.762215,97.380806,97.44563
99.49348,98.263054,98.99271,97.94402
98.907486,98.29177,96.45441,97.93153
97.863335,98.241585,98.941376,97.89547
97.37523,98.55439,96.30658,98.196045
99.693535,98.272194,99.38211,97.81215
97.87159,98.437996,95.81985,98.08715
98.76724,98.308914,100.34456,97.81319
100.19781,98.42474,98.22609,98.11671
97.0128,98.307106,97.63662,97.79511
97.31732,98.73384,99.49348,98.36784
99.74099,98.95827,98.907486,98.4457
96.93161,98.89427,97.863335,98.40133
96.89066,99.28174,97.37523,98.81614
99.36647,99.323616,99.693535,98.82388
99.01972,99.25584,97.87159,98.74575
96.81394,99.17714,98.76724,98.67826
102.17863,99.44586,100.19781,98.98268
102.72389,99.35931,97.0128,98.88533
102.37049,99.41478,97.31732,98.971794
101.24909,99.751785,99.74099,99.305984
100.47,99.552,96.93161,98.92575
103.13,99.40747,96.89066,98.83638
103.349396,99.886284,99.36647,99.26021
103.6032,99.889275,99.01972,99.04311
100.26,99.83381,96.81394,99.0146
101.03164,100.18798,102.17863,99.35772
104.465,100.15473,102.72389,99.420746
104.24151,99.951355,102.37049,99.14959
100.39474,100.742355,101.24909,100.06959
103.26504,100.96846,100.47,100.58101
99.31394,101.60654,103.13,101.09242
98.761536,101.8298,103.349396,101.23608
99.00181,101.65625,103.6032,101.05409
99.29371,102.307465,100.26,101.683945
100.809006,102.47691,101.03164,101.99037
99.66862,102.86115,104.465,102.36191
100.05778,102.680016,104.24151,102.07144
100.58889,102.516754,100.39474,102.10782
100.30606,102.56023,103.26504,102.66936
101.74,102.45907,99.31394,103.01008
94.35478,101.81664,98.761536,102.651794
95.764786,101.29459,99.00181,102.71793
95.74494,99.91642,99.29371,102.137276
93.96028,99.15939,100.809006,101.622215
98.865295,98.576584,99.66862,101.39098
94.47194,97.93871,100.05778,100.57962
101.76552,97.1269,100.58889,100.16193
95.40731,97.02917,100.30606,100.036095
97.005,97.195,101.74,100.1373
94.87922,96.75311,94.35478,99.7151
97.39343,96.453575,95.764786,99.14049
96.53896,96.17469,95.74494,98.58359
93.33108,95.90657,93.96028,96.476456
91.49893,94.99544,98.865295,95.40581
94.14333,94.704414,94.47194,95.15863
97.86902,94.17863,101.76552,94.31545
94.2,94.30882,95.40731,94.81166
94.863335,94.11151,97.005,94.475876
93.6326,94.37618,94.87922,95.12137
96.94528,94.22171,97.39343,94.97395
91.5275,94.20105,96.53896,95.11764
93.6316,94.072464,93.33108,95.06119
98.591,93.893875,91.49893,94.93286
91.66746,94.12054,94.14333,95.08987
87.72023,93.80291,97.86902,94.745346
90.7279,93.28509,94.2,94.238495
93.09472,93.58498,94.863335,94.60038
93.02167,94.42175,93.6326,95.22675
92.498886,94.081085,96.94528,94.77866
89.06486,94.047195,91.5275,94.66053
91.45256,93.87738,93.6316,94.43823
89.96238,94.03187,98.591,94.55098
90.166,93.653305,91.66746,94.22559
92.48572,93.52025,87.72023,94.12924
94.88956,93.96009,90.7279,94.45333
85.47861,93.5111,93.09472,94.08304
94.63963,92.91708,93.02167,93.506874
87.72795,92.418304,92.498886,93.20166
94.8,92.52975,89.06486,93.31965
94.958,92.38169,91.45256,93.01983
100.21879,92.10713,89.96238,92.780785
91.308044,91.42294,90.166,92.15067
93.54,91.39773,92.48572,92.0671
93.88368,90.945724,94.88956,91.645256
91.3,90.859024,85.47861,91.42175
91.73129,90.872574,94.63963,91.49747
91.026215,90.82436,87.72795,91.3349
93.723526,90.61521,94.8,91.031815
94.47064,90.71317,94.958,91.427956
92.69259,90.5726,100.21879,91.1801
97.32938,90.52162,91.308044,91.389915
89.0,90.454254,93.54,91.43385
91.274,91.07545,93.88368,92.08683
91.01419,90.60338,91.3,92.11809
91.17042,90.55226,91.73129,92.09546
85.49923,90.83829,91.026215,92.34684
88.336365,90.56879,93.723526,92.07975
89.10267,90.42527,94.47064,92.01039
98.37615,90.2341,92.69259,91.84077
98.025215,90.14969,97.32938,91.77427
85.884705,90.13473,89.0,91.79021
87.92517,89.972534,91.274,91.65974
94.2225,89.940926,91.01419,91.69083
86.295456,89.28718,91.17042,91.15546
90.216194,89.134125,85.49923,91.03764
89.905,89.245094,88.336365,90.99301
86.126366,88.98104,89.10267,90.66227
92.7721,89.13632,98.37615,90.23677
86.12174,88.79401,98.025215,89.97963
94.467896,88.664986,85.884705,89.7656
92.4715,88.40632,87.92517,89.89822
93.140526,88.366425,94.2225,90.201355
87.59267,87.89453,86.295456,89.81757
89.7104,87.96026,90.216194,89.331604
97.31087,87.03962,89.905,88.910446
93.8345,86.673065,86.126366,88.46032
94.791664,86.896484,92.7721,88.74013
85.35,87.24469,86.12174,88.9908
88.65143,86.97761,94.467896,88.71323
84.89,86.957405,92.4715,88.95969
87.545,86.29468,93.140526,88.21524
82.32706,85.87158,87.59267,88.02608
83.346664,85.97766,89.7104,88.130516
81.615555,85.94804,97.31087,87.98134
90.87334,86.277916,93.8345,88.07235
83.15579,86.3214,94.791664,88.05049
96.7875,86.29291,85.35,87.909874
82.386665,85.88629,88.65143,87.900276
89.95333,85.72071,84.89,87.970825
88.36,84.99859,87.545,87.067505
86.643684,84.81253,82.32706,86.87955
87.01143,84.79161,83.346664,86.67078
88.90667,84.91332,81.615555,86.51904
81.97667,84.73869,90.87334,86.1733
86.183846,84.459435,83.15579,85.84952
82.69527,83.98447,96.7875,85.31155
97.624374,83.22568,82.386665,84.66983
80.49,83.40782,89.95333,84.46141
82.32455,83.37645,88.36,84.74207
85.5396,83.42957,86.643684,84.46298
80.95074,83.82695,87.01143,84.842415
87.042725,83.82794,88.90667,84.872536
90.19762,84.056305,81.97667,85.05088
84.800964,83.93759,86.183846,85.04796
79.33235,84.27065,82.69527,85.28213
83.69,84.12166,97.624374,84.726
82.92286,84.64509,80.49,85.14222
82.58572,84.26548,82.32455,84.71008
79.44611,84.58327,85.5396,85.23396
86.22522,83.68915,80.95074,84.40102
82.29815,84.025,87.042725,84.22944
81.153336,84.37786,90.19762,84.71449
82.67276,84.317696,84.800964,84.328476
84.30235,84.4611,79.33235,84.55697
83.14676,84.743576,83.69,84.796455
83.823845,84.767784,82.92286,84.515175
83.195625,84.845924,82.58572,84.26162
87.95576,84.8738,79.44611,84.185104
83.77548,85.42189,86.22522,84.42563
78.08525,85.47228,82.29815,84.22269
82.53791,85.303116,81.153336,83.70579
83.50285,85.13877,82.67276,83.830765
84.43275,85.22785,84.30235,83.88093
82.8,85.24471,83.14676,83.73339
84.50119,85.413895,83.823845,83.912796
86.80447,85.65731,83.195625,84.13798
82.4335,85.72134,87.95576,84.02414
86.1475,85.95261,83.77548,83.979225
85.014,86.35942,78.08525,84.08116
91.12859,86.70017,82.53791,84.64384
91.326,87.487015,83.50285,84.80146
93.57276,87.46812,84.43275,84.402176
91.253075,88.00017,82.8,84.67795
92.246925,88.73435,84.50119,85.14171
93.475716,89.51017,86.80447,85.575554
91.288025,89.9727,82.4335,85.55551
95.29,90.80357,86.1475,85.724815
96.30341,92.1215,85.014,86.522736
99.22031,93.362755,91.12859,86.40759
94.486664,94.14656,91.326,86.835976
98.68826,95.40934,93.57276,87.13659
98.21798,96.62521,91.253075,88.71954
99.86882,96.85718,92.246925,90.238754
98.892,96.98622,93.475716,92.62368
96.83363,97.328804,91.288025,93.52885
98.42345,97.60363,95.29,94.1239
96.396194,98.05288,96.30341,94.71811
97.653885,98.22535,99.22031,94.58807
100.06111,98.44136,94.486664,95.32069
98.90091,98.78982,98.68826,96.050835
98.77595,99.2132,98.21798,96.84126
96.86622,99.70746,99.86882,96.9504
99.58426,99.942665,98.892,97.872116
98.983185,100.16849,96.83363,98.1554
97.67016,100.19276,98.42345,98.886566
100.12368,100.33728,96.396194,99.25424
97.39722,100.19493,97.653885,98.9815
99.600586,100.296646,100.06111,99.288765
96.8537,100.1091,98.90091,99.04622
100.5012,100.183556,98.77595,99.20592
103.80379,100.485115,96.86622,99.71468
100.36299,100.50361,99.58426,99.88951
100.85943,100.33786,98.983185,99.93938
98.40837,100.031204,97.67016,99.60123
100.76312,99.69796,100.12368,99.55633
99.00688,99.12239,97.39722,99.52605
102.06824,98.44559,99.600586,99.09116
96.873024,98.08509,96.8537,99.30445
100.48992,97.57821,100.5012,98.866066
96.10889,97.35823,103.80379,98.9303
97.5185,96.82901,100.36299,98.401245
97.62811,96.786316,100.85943,98.623344
94.60174,97.09952,98.40837,99.32127
94.32116,97.12831,100.76312,99.35739
99.24077,97.0349,99.00688,99.28081
95.98579,96.90071,102.06824,98.84241
99.47854,96.446655,96.873024,98.76584
95.03248,96.04874,100.48992,98.35956
99.29734,95.61945,96.10889,98.30511
95.44768,95.48006,97.5185,97.47095
93.24479,95.47945,97.62811,97.673645
93.060234,95.66799,94.60174,97.087616
93.85067,95.757225,94.32116,97.02776
92.85034,95.86706,99.24077,97.02492
97.053696,95.46302,95.98579,96.32479
94.27648,95.18177,99.47854,95.82609
93.19847,95.632614,95.03248,96.42223
93.39947,95.29935,99.29734,96.04452
96.55273,95.3494,95.44768,96.5558
93.35452,95.21475,93.24479,96.01078
97.05106,95.24816,93.060234,96.30919
95.66279,94.95227,93.85067,95.835846
97.48447,94.68738,92.85034,95.31158
94.35526,94.226524,97.053696,94.905716
95.807274,94.13124,94.27648,94.63936
93.76952,93.52182,93.19847,94.01654
92.21833,95.035095,93.39947,95.22493
94.390854,94.58444,96.55273,94.69083
93.523506,94.079735,93.35452,94.23948
95.007774,93.976585,97.05106,94.05927
91.656334,94.85486,95.66279,94.77141
94.06014,94.56993,97.48447,94.33797
95.349045,95.20455,94.35526,94.98595
95.98565,95.447586,95.807274,95.00959
92.46877,95.796425,93.76952,95.48343
91.33857,95.65007,92.21833,95.22733
93.181625,95.91489,94.390854,95.4536
96.47862,95.61071,93.523506,95.13338
92.02303,95.40284,95.007774,94.77686
94.43906,95.83679,91.656334,95.16031
94.50389,95.32447,94.06014,94.68808
96.46278,95.46911,95.349045,94.91219
94.28767,94.46516,95.98565,93.99591
95.56288,95.0557,92.46877,94.38361
97.94534,95.220436,91.33857,94.59525
95.59631,95.539505,93.181625,94.874
94.965645,95.02172,96.47862,94.300674
99.92908,94.72755,92.02303,93.800835
94.24457,94.47532,94.43906,93.72161
96.05752,95.347984,94.50389,94.57426
94.86376,95.03483,96.46278,94.09215
93.03595,95.36714,94.28767,94.44602
96.93158,95.632744,95.56288,94.699554
95.86714,96.13545,97.94534,95.195015
97.99056,96.25906,95.59631,95.25808
96.59191,96.59222,94.965645,95.63913
96.63617,97.44161,99.92908,96.53794
98.207466,97.36488,94.24457,96.52077
97.21352,97.28008,96.05752,96.47582
98.860435,98.3386,94.86376,97.528
99.07707,97.95463,93.03595,96.97044
96.60258,97.78099,96.93158,96.985
96.73724,97.60556,95.86714,96.75461
98.12795,97.26934,97.99056,96.215454
95.63623,97.7313,96.59191,96.76875
97.353226,97.63895,96.63617,96.74876
97.541985,98.007835,98.207466,97.13459
97.42174,97.89167,97.21352,97.08565
94.72829,97.65909,98.860435,96.95391
98.47926,97.699875,99.07707,97.208984
98.834,97.5686,96.60258,97.11293
97.90363,97.76862,96.73724,97.480354
99.437614,98.15039,98.12795,97.877464
96.93313,98.05256,95.63623,97.61714
99.33659,98.17066,97.353226,97.661896
96.41656,98.5059,97.541985,97.93844
99.20712,98.319275,97.42174,97.63175
99.609474,98.46697,94.72829,97.76545
99.18846,98.6078,98.47926,97.894165
99.481125,98.628624,98.834,97.91084
99.378365,98.58869,97.90363,97.62185
98.90577,98.69999,99.437614,97.86896
99.56758,98.872314,96.93313,98.16761
99.86349,98.851,99.33659,98.19287
101.643074,99.21318,96.41656,98.57229
98.382835,99.014404,99.20712,98.32359
99.16132,99.35549,99.609474,98.701324
98.0783,99.25215,99.18846,98.51973
99.308235,99.46214,99.481125,98.791245
102.08873,99.915,99.378365,99.293304
100.034836,100.03564,98.90577,99.40258
98.64145,100.31533,99.56758,99.637764
103.35286,100.46858,99.86349,99.77289
101.555275,100.47804,101.643074,99.753525
100.27863,100.67323,98.382835,99.93132
99.05337,100.804115,99.16132,100.08397
99.167465,101.23667,98.0783,100.57618
