real12,pred12,real3,pred3
101.2814,99.998726,98.58782,99.18432
100.17208,100.09512,99.494705,99.30767
103.15934,100.333,99.29341,99.5735
99.69,100.22593,101.126884,99.497116
101.43388,100.369934,99.92435,99.70655
100.77313,100.453964,100.74419,99.75429
99.272316,100.8926,102.262215,100.24988
103.744194,101.02037,102.53352,100.31513
100.656815,101.23808,102.717834,100.58293
102.016045,101.76985,101.2814,101.10032
99.6741,102.22958,100.17208,101.57515
103.79132,102.56473,103.15934,101.96246
99.40185,102.54014,99.69,101.955795
102.421906,102.25125,101.43388,101.679245
102.79941,102.70147,100.77313,102.19442
100.0643,102.2231,99.272316,101.70422
103.52141,102.288246,103.744194,101.811
105.829185,102.287445,100.656815,101.72605
103.095,102.03935,102.016045,101.38877
101.53417,102.44467,99.6741,101.94412
104.37342,102.26636,103.79132,101.723785
104.32727,102.35342,99.40185,101.88825
104.55796,102.22709,102.421906,101.601006
101.72525,102.30882,102.79941,101.98133
101.91602,102.14667,100.0643,101.605446
103.48614,102.34067,103.52141,101.87281
102.86654,102.51718,105.829185,102.07097
101.97374,102.40126,103.095,101.85437
102.501816,102.6103,101.53417,102.29915
101.74988,102.920334,104.37342,103.00075
99.50855,102.882576,104.32727,103.01576
101.2267,102.69229,104.55796,102.861115
98.06092,102.63399,101.72525,103.1854
101.35,102.51437,101.91602,103.48621
100.18283,102.79526,103.48614,103.77856
100.92613,101.985886,102.86654,103.28589
98.86669,101.22401,101.97374,102.842155
98.96589,101.02153,102.501816,103.07349
99.76465,100.58938,101.74988,102.844475
98.724525,100.4198,99.50855,102.51946
97.85489,100.3533,101.2267,102.00336
99.15356,100.22443,98.06092,101.0791
99.60752,100.03018,101.35,99.74921
97.88571,100.30239,100.18283,99.67069
99.46,100.01349,100.92613,99.079796
102.10217,99.98065,98.86669,99.82636
97.756325,100.022255,98.96589,99.938705
100.475334,100.28918,99.76465,100.250595
97.32591,100.135475,98.724525,99.9876
99.52988,100.05737,97.85489,99.96377
103.18729,100.193726,99.15356,100.115005
102.0121,99.76546,99.60752,99.856415
97.99455,98.98846,97.88571,99.46765
97.99759,98.80884,99.46,99.410866
101.08793,98.76839,102.10217,99.52418
100.78193,98.77308,97.756325,99.179634
101.8259,98.98172,100.475334,99.27931
98.388535,99.46007,97.32591,99.67905
96.7984,98.75994,99.52988,98.96491
97.87246,98.86834,103.18729,99.22122
101.198685,98.447464,102.0121,98.731415
97.05349,98.54334,97.99455,98.884445
99.82091,99.4679,97.99759,99.85204
98.53529,99.5763,101.08793,99.9919
98.13828,99.00218,100.78193,99.3865
96.92065,98.82272,101.8259,99.23664
96.90536,98.84522,98.388535,99.33174
100.80421,98.97708,96.7984,99.560585
101.77302,99.034355,97.87246,99.73008
94.55583,98.84418,101.198685,99.39655
96.3624,98.48795,97.05349,99.05115
96.082,98.53331,99.82091,99.01424
97.953156,99.045845,98.53529,99.51
97.50933,98.39749,98.13828,98.88896
97.21093,98.55061,96.92065,99.02758
98.01667,98.391914,96.90536,98.8451
93.97385,98.08066,100.80421,98.66078
100.214165,97.675446,101.77302,98.38231
99.08585,97.1993,94.55583,97.974785
101.92191,97.54249,96.3624,98.33183
94.17675,98.00037,96.082,98.73746
91.98851,96.90936,97.953156,97.95453
97.49129,96.502686,97.50933,97.54296
95.064415,96.5654,97.21093,97.48352
102.02317,96.65208,98.01667,97.58246
97.62118,96.68265,93.97385,97.474174
98.74529,96.519745,100.214165,97.23919
89.85,96.37259,99.08585,97.20896
92.16375,95.530464,101.92191,96.64459
94.92379,96.08772,94.17675,97.229256
99.2,95.835434,91.98851,97.20333
103.541176,96.262436,97.49129,97.5359
98.09077,95.15939,95.064415,96.753746
95.63,94.35279,102.02317,96.05189
92.61818,94.568054,97.62118,96.21561
103.09185,94.477905,98.74529,96.194214
94.5775,95.07559,89.85,96.511795
96.8556,94.347435,92.16375,96.09953
93.43565,94.21566,94.92379,96.31763
97.78,93.154594,99.2,95.55191
96.600525,92.45393,103.541176,94.70795
93.9079,93.30578,98.09077,94.726166
91.09,93.68299,95.63,95.13702
94.80923,94.216934,92.61818,95.9096
91.48631,94.00951,103.09185,96.238556
87.25842,93.73243,94.5775,95.816
91.53273,93.50726,96.8556,95.380135
95.87316,93.538345,93.43565,95.50115
94.16333,92.64915,97.78,94.897934
99.77118,93.05768,96.600525,95.27785
97.25091,92.79953,93.9079,95.0071
87.78,92.62742,91.09,94.87503
94.455,92.6299,94.80923,94.87517
91.65143,92.53047,91.48631,94.618095
85.40385,91.92134,87.25842,94.02515
89.821175,91.82018,91.53273,93.69558
92.49,91.10639,95.87316,93.04866
94.66143,90.2165,94.16333,92.44111
95.396,90.182274,99.77118,92.26635
88.44706,90.205925,97.25091,91.88268
94.24737,89.64359,87.78,91.42065
84.64167,89.59711,94.455,91.43953
90.015,89.276184,91.65143,91.188995
89.07833,88.85847,85.40385,90.74766
90.95826,88.81164,89.821175,90.48375
87.437775,89.115074,92.49,90.66506
88.89778,88.87339,94.66143,90.35721
87.37,89.26966,95.396,90.54301
85.97455,89.33403,88.44706,90.49052
81.6375,89.44058,94.24737,90.669586
91.4476,89.69557,84.64167,90.94908
84.976364,89.23068,90.015,90.31147
88.27818,89.062614,89.07833,90.10839
83.868,88.73205,90.95826,89.71537
88.257774,88.580605,87.437775,89.35625
88.538,88.538666,88.89778,89.391846
83.2404,88.31061,87.37,89.17992
91.743,88.542786,85.97455,89.29366
86.61455,88.43169,81.6375,89.07604
90.05565,88.40439,91.4476,89.0243
88.144,88.39898,84.976364,88.80341
91.50875,88.35213,88.27818,88.40963
89.543335,88.39811,83.868,88.2213
91.623795,88.70976,88.257774,88.34773
94.02,88.27209,88.538,88.03013
86.252594,88.50165,83.2404,88.152794
91.74077,88.75093,91.743,87.85332
90.9828,89.161575,86.61455,88.082855
90.503845,89.11528,90.05565,87.79559
85.49,88.78593,88.144,87.57063
96.352066,89.40399,91.50875,87.82423
93.98529,89.617874,89.543335,88.21374
87.20941,90.36899,91.623795,88.62544
96.3525,90.720245,94.02,88.92469
91.52789,91.44153,86.252594,89.321625
86.91897,91.982544,91.74077,89.73213
90.434784,92.59609,90.9828,90.0685
92.651054,92.52053,90.503845,90.02437
89.70636,93.22723,85.49,90.58744
94.95167,93.006714,96.352066,91.15354
100.53696,92.878815,93.98529,91.41621
96.6002,92.46752,87.20941,91.14944
96.61235,93.108246,96.3525,90.95571
98.35854,93.917366,91.52789,91.661476
102.425354,93.52482,86.91897,91.54126
98.104164,95.43731,90.434784,92.621895
98.266365,95.33827,92.651054,92.59053
103.89313,96.06824,89.70636,92.586296
101.723076,96.7188,94.95167,92.91709
98.248276,97.73472,100.53696,93.44753
102.715,99.11269,96.6002,94.80795
96.615,99.352295,96.61235,97.16061
107.00747,100.98665,98.35854,100.12381
102.37,101.04743,102.425354,99.07438
98.335175,101.36661,98.104164,99.00001
102.41917,101.824066,98.266365,99.61222
99.01781,102.64873,103.89313,101.0859
101.54841,102.75157,101.723076,100.569954
100.21161,102.34646,98.248276,100.53919
100.495636,102.95525,102.715,101.486465
102.49585,102.862236,96.615,101.6314
104.76839,102.23855,107.00747,101.23009
103.560585,102.1989,102.37,101.76536
104.58746,101.66192,98.335175,101.008194
100.48284,102.250595,102.41917,102.3403
101.14421,102.34465,99.01781,102.147095
101.38706,102.01197,101.54841,101.61711
104.077774,102.042854,100.21161,102.05288
103.67528,101.37034,100.495636,101.27268
100.89,101.172676,102.49585,101.35478
102.275154,100.77198,104.76839,101.10501
103.75255,100.52371,103.560585,100.87137
100.40429,100.918655,104.58746,101.27309
101.31617,101.37172,100.48284,101.87847
102.37428,101.55798,101.14421,102.146614
100.58863,102.12432,101.38706,102.77399
104.52885,101.650986,104.077774,102.10766
102.25661,101.49829,103.67528,101.94878
102.1256,101.40811,100.89,101.85388
103.35829,101.68166,102.275154,102.22226
102.97143,101.73724,103.75255,102.39156
104.46959,101.35279,100.40429,101.9558
101.954346,101.41142,101.31617,101.99623
102.483574,101.42668,102.37428,102.10797
98.20773,100.84171,100.58863,101.527596
103.78923,100.410126,104.52885,101.25991
101.55614,100.63022,102.25661,101.40344
98.96056,100.31245,102.1256,101.08083
101.05959,100.585434,103.35829,101.59884
99.01,100.55431,102.97143,101.50398
103.32797,100.340225,104.46959,101.4041
99.23143,100.25914,101.954346,101.54275
101.34825,99.97213,102.483574,101.42504
99.00617,100.12291,98.20773,101.81209
101.443855,99.621346,103.78923,101.38555
99.56485,99.57207,101.55614,101.331024
102.225,99.45222,98.96056,100.652664
97.71551,100.06389,101.05959,101.25258
101.55331,100.58358,99.01,101.33802
100.43611,100.48077,103.32797,100.84395
101.271545,100.54754,99.23143,100.89895
101.21515,100.56194,101.34825,100.57891
100.74442,100.68683,99.00617,101.02847
103.40903,100.78322,101.443855,100.724724
101.595436,100.68884,99.56485,100.80272
103.24417,100.59682,102.225,100.50858
101.758316,100.64921,97.71551,100.73198
102.64364,100.72863,101.55331,100.595345
102.45522,100.946396,100.43611,100.92618
100.22037,100.98445,101.271545,100.450424
102.66324,101.25937,101.21515,100.922554
101.98038,101.44076,100.74442,100.9121
103.7659,101.75749,103.40903,101.22245
102.11996,101.931076,101.595436,101.38479
101.50769,101.915985,103.24417,101.31674
103.32505,102.33891,101.758316,101.87898
101.69,102.38979,102.64364,101.90512
102.93176,102.61492,102.45522,102.27229
102.26343,102.44145,100.22037,102.08405
105.2154,102.62892,102.66324,102.334366
102.63098,102.92389,101.98038,102.574554
104.78117,102.93274,103.7659,102.340775
100.70422,102.954994,102.11996,102.550156
104.29714,102.82075,101.50769,102.48686
102.899155,102.96524,103.32505,102.8397
105.15711,102.76281,101.69,102.62329
104.21013,102.57794,102.93176,102.3927
101.32342,102.6956,102.26343,102.63884
102.3127,102.60883,105.2154,102.45683
102.14646,102.688805,102.63098,102.691826
102.483116,102.696686,104.78117,102.700386
101.97216,103.009056,100.70422,103.27136
104.40152,102.93574,104.29714,103.105286
100.10901,103.23093,102.899155,103.57381
103.22243,102.7394,105.15711,102.73161
102.95414,102.77138,104.21013,103.03495
101.60297,102.71586,101.32342,102.920944
102.524605,102.969475,102.3127,103.38064
99.62861,103.237305,102.14646,103.60611
102.14545,103.07193,102.483116,103.03092
101.75038,102.9412,101.97216,102.915054
102.34342,102.83508,104.40152,102.80596
102.2254,102.81144,100.10901,102.810455
100.7978,102.68108,103.22243,102.65669
100.57845,102.90443,102.95414,102.98236
101.55486,102.39182,101.60297,102.27702
100.51735,102.499825,102.524605,102.51038
102.90502,102.725845,99.62861,102.65079
103.82105,102.46211,102.14545,102.3746
101.58558,102.37818,101.75038,102.36044
101.57864,101.96231,102.34342,101.790924
100.439026,101.91993,102.2254,101.89486
103.933655,101.91519,100.7978,101.88032
101.503334,101.92949,100.57845,101.94295
104.5695,101.9892,101.55486,102.005615
105.42513,101.7767,100.51735,101.70558
102.05274,101.58673,102.90502,101.489716
101.966385,101.70766,103.82105,101.59558
102.20586,101.60381,101.58558,101.42694
105.12641,101.96053,101.57864,101.823044
101.48351,102.46325,100.439026,102.27387
103.97384,102.47178,103.933655,102.15846
102.93811,102.534096,101.503334,102.18094
100.43293,102.27958,104.5695,101.872826
101.75657,102.50784,105.42513,102.25868
103.18943,102.47444,102.05274,102.12009
104.36083,102.76121,101.966385,102.60231
100.69493,103.33445,102.20586,103.15593
103.28798,103.23666,105.12641,102.95999
103.13176,103.00234,101.48351,102.78108
103.129,103.06303,103.97384,102.739876
104.276474,103.38239,102.93811,103.199814
101.947075,103.16038,100.43293,102.89869
104.69426,103.434105,101.75657,103.21785
102.831184,103.53365,103.18943,103.19362
104.1137,103.21368,104.36083,102.738815
100.614456,103.19119,100.69493,102.70437
105.48126,103.24842,103.28798,102.76394
104.415535,103.81428,103.13176,103.275024
101.859955,103.682655,103.129,102.90802
104.99853,103.670334,104.276474,102.99545
102.24672,103.728905,101.947075,103.04482
103.16495,103.67152,104.69426,103.099144
101.21425,104.04257,102.831184,103.47462
102.55407,103.87929,104.1137,103.18343
102.382866,104.19478,100.614456,103.60206
102.12653,104.276535,105.48126,103.557076
104.07273,104.35616,104.415535,103.76584
101.239105,104.052666,101.859955,103.24281
104.13684,104.27539,104.99853,103.68689
102.3046,104.63123,102.24672,103.98697
104.07155,104.44289,103.16495,103.63679
102.235725,104.73908,101.21425,104.1426
103.85086,104.669395,102.55407,103.87915
102.654335,104.307884,102.382866,103.885
104.5334,103.79689,102.12653,103.492615
103.77915,103.001114,104.07273,103.39938
103.40588,102.395195,101.239105,103.370895
100.50839,101.84754,104.13684,103.378136
102.04292,101.11319,102.3046,103.64865
102.097885,100.00835,104.07155,103.02887
101.9141,100.09957,102.235725,103.37101
101.70128,99.61097,103.85086,102.9483
97.57246,99.605705,102.654335,103.173355
98.59737,99.30233,104.5334,102.95855
99.38525,99.35737,103.77915,102.95937
98.28275,99.540245,103.40588,102.33166
98.070625,99.82042,100.50839,102.52646
101.06495,100.06659,102.04292,102.13154
98.309814,100.39225,102.097885,101.083725
96.59472,100.350105,101.9141,99.961044
96.636,100.38075,101.70128,100.050995
99.78924,100.36988,97.57246,100.0583
97.84625,100.69362,98.59737,100.275826
99.762,100.996346,99.38525,100.8316
98.31458,100.67162,98.28275,100.0584
100.82062,100.53985,98.070625,99.967415
99.47846,100.49388,101.06495,100.08805
96.486084,100.20038,98.309814,99.932396
97.862335,99.90276,96.59472,99.684425
98.33345,100.28719,96.636,100.08881
99.682236,99.63789,99.78924,99.463326
101.5,99.2187,97.84625,99.01036
102.81,98.91839,99.762,98.591415
100.30666,99.47256,98.31458,98.88822
104.598495,99.2603,100.82062,98.70653
95.65015,99.47517,99.47846,98.95413
101.401405,99.429634,96.486084,98.85332
100.71763,99.82573,97.862335,99.285545
99.90174,99.89229,98.33345,99.36359
104.33642,99.47055,99.682236,98.96185
100.034164,99.445816,101.5,98.84752
100.48887,99.505104,102.81,98.858246
102.65539,99.72954,100.30666,99.16533
98.68394,100.20336,104.598495,99.73853
99.52273,100.604034,95.65015,100.24927
100.82966,100.57359,101.401405,100.16987
97.38808,101.380135,100.71763,101.07958
101.757774,100.07389,99.90174,99.987434
98.90235,100.57826,104.33642,100.38808
100.56776,100.71963,100.034164,100.46392
99.64073,100.59438,100.48887,100.45977
95.27091,101.42645,102.65539,101.25768
97.50737,100.93906,98.68394,100.73671
99.844574,100.96556,99.52273,100.88067
101.10744,101.424355,100.82966,101.29113
98.44867,100.786835,97.38808,100.668564
99.012436,100.835106,101.757774,100.69891
97.96176,101.04725,98.90235,100.849846
94.04222,100.26255,100.56776,100.22573
99.8655,100.71138,99.64073,100.65074
102.238335,100.17412,95.27091,100.26609
99.48545,100.2553,97.50737,100.33386
99.33182,100.059105,99.844574,100.23188
100.51143,98.932396,101.10744,99.363976
95.951294,98.92296,98.44867,99.22541
98.4616,99.16794,99.012436,99.493706
100.66035,99.56893,97.96176,99.66469
92.76667,99.20311,94.04222,99.43072
99.266,99.07935,99.8655,99.34385
93.0537,98.814705,102.238335,99.19096
103.4776,97.85078,99.48545,98.42333
95.039566,97.60591,99.33182,98.50948
91.4548,98.04537,100.51143,99.02074
83.15,97.50175,95.951294,98.66023
92.109566,97.73328,98.4616,99.01772
99.44,98.178055,100.66035,99.232056
99.64105,97.85469,92.76667,98.808914
92.77368,97.578224,99.266,98.613815
96.081535,98.27324,93.0537,98.9824
104.60263,97.603874,103.4776,98.08287
91.5,96.93881,95.039566,97.998726
95.35384,96.329,91.4548,97.444244
94.9675,96.65037,83.15,97.79466
95.921425,96.12394,92.109566,97.342094
91.475655,94.880394,99.44,96.29884
102.81,93.961334,99.64105,95.048874
91.89778,93.16477,92.77368,94.18372
101.18474,93.879845,96.081535,94.90793
96.66333,93.95611,104.60263,95.09767
99.6375,93.42583,91.5,94.93488
91.16572,93.693054,95.35384,94.99953
99.51615,93.83322,94.9675,94.948006
99.308,93.50733,95.921425,95.16837
103.27385,93.85582,91.475655,95.12867
100.582855,94.098366,102.81,95.158226
105.009094,94.232544,91.89778,95.220375
96.98375,93.79623,101.18474,94.73882
101.016365,94.22553,96.66333,95.28409
94.395,93.954994,99.6375,95.230156
99.49545,94.65297,91.16572,95.667
98.49154,94.78844,99.51615,95.58846
97.91,95.5471,99.308,96.51329
88.62308,94.732185,103.27385,95.63841
92.88,95.1626,100.582855,95.91409
99.768,95.47962,105.009094,96.67799
96.43412,95.74605,96.98375,96.87495
93.66077,96.238625,101.016365,97.293
93.666664,96.0257,94.395,96.98859
96.59273,95.978806,99.49545,96.98115
99.264,96.14469,98.49154,97.15022
97.168,95.88214,97.91,97.00095
93.51833,96.05827,88.62308,97.227776
97.96,96.23802,92.88,97.4334
81.136,96.22626,99.768,97.38274
94.127144,94.33862,96.43412,95.76137
91.47071,94.61267,93.66077,95.55954
93.024,94.40244,93.666664,95.55553
92.678,93.79738,96.59273,94.760025
92.144615,94.22861,99.264,95.12238
95.028,94.25824,97.168,94.76393
100.56389,94.48437,93.51833,94.83095
99.0819,94.24603,97.96,94.74717
91.92286,94.406456,81.136,94.829475
99.60429,94.43421,94.127144,94.76555
96.45412,94.428406,91.47071,94.71722
92.70625,92.41355,93.024,92.88944
95.1025,93.64656,92.678,93.6958
101.09368,93.0841,92.144615,93.21044
92.95421,94.28001,95.028,93.59611
89.44392,95.13859,100.56389,93.94531
95.248,95.08733,99.0819,93.68038
94.7125,95.49549,91.92286,93.90614
93.582,95.03018,99.60429,93.6585
103.49,94.973175,96.45412,93.41496
90.925,95.270096,92.70625,93.89136
105.53778,95.9659,95.1025,94.207054
100.97822,96.44829,101.09368,95.036064
101.095,96.65886,92.95421,95.354515
100.51414,97.35561,89.44392,95.701004
102.5971,98.2368,95.248,96.10625
103.374,98.70828,94.7125,96.41402
109.61293,98.60129,93.582,95.92843
102.6715,99.783325,103.49,96.28047
